code,Id,category,area_code,address,Latitude,Longitude,name,information,image
71,2549155,1,38,전라남도 목포시 통일대로 102-1,34.8012874,126.4353221,다도해 국립공원(서부),"서남 해안과 해상 지역에 흩어져 있는 우리나라 최대 면적의 국립공원이다. 1981년 14번째 국립공원으로 지정되었으며 면적은 2,266.221㎢(육지 291.023㎢, 해상 1,975.198㎢)에 달한다. 따뜻한 해양성 ...",http://tong.visitkorea.or.kr/cms/resource/33/2548733_image2_1.jpg
72,2549157,1,38,전라남도 곡성군 오곡면 기차마을로 232,35.2780735,127.3077987,곡성섬진강물따라300리나들길1,섬진강을 품고 있는 곡성은 자연 그대로를 간직하고 있다. 계절마다 멋스러움을 띠는 섬진강을 끼고 걷는 곡성 생태 탐방로는 사실 출발지나 목적지가 필요가 없다. 어느 방향으로 가든 섬진...,http://tong.visitkorea.or.kr/cms/resource/36/2548736_image2_1.jpg
73,2549158,1,38,전라남도 곡성군 오곡면 기차마을로 233,35.2768857,127.3072411,곡성섬진강물따라300리나들길2,계절마다 멋스러움을 띠는 섬진강을 끼고 걷는 곡성 생태 탐방로는 어느 방향으로 가든 섬진강의 모습 그대로를 느낄 수가 있다. 가는 곳마다 무심한 듯 흐르는 강물은 걷는 이들에게 여유로...,http://tong.visitkorea.or.kr/cms/resource/40/2548740_image2_1.jpg
74,2549159,1,35,경상북도 문경시 문경읍 새재로 932,36.7615936,128.0769795,문경새재 도립공원,"문경읍에서 서북쪽으로 깊은 협곡을 따라 3.5km 가면 조선 숙종 34년 (1708년)에 쌓은 영남 제 1관문인 주흘관문에 이르며, 3km 더 가면 제 2관문인 조곡관, 이곳에서 3.5km 떨어진 곳에 제 3관문인 조...",http://tong.visitkorea.or.kr/cms/resource/76/2548876_image2_1.jpg
75,2549161,1,38,전라남도 해남군 송지면 땅끝마을길 42,34.2998132,126.5272783,땅끝길,국토순례길의 일번지 땅끝 해남! 한반도의 기를 품은 백두대간이 길고 장엄한 호흡을 멈추고 창망한 바다를 향해 푸른 꿈을 다시 꾸는 곳에서 땅끝길&순례길은 시작된다. 더 이상 갈 수 없는 ...,http://tong.visitkorea.or.kr/cms/resource/50/2548750_image2_1.jpg
76,2549163,1,35,경상북도 상주시 도남2길 137,36.4443412,128.2550047,낙동강생태문화탐방로 나각산권,산 전체가 둥글고 봉을 쌓아올린 암반은 나각모양이다. 정상 못미처 좌우측에 있는 봉 중 하나는 원봉이고 또 하나는 첨봉으로 두 개의 봉이 나란히 있다. 보는 방향에 따라 모습을 달리한다. ...,http://tong.visitkorea.or.kr/cms/resource/86/2548886_image2_1.jpg
77,2549164,1,35,경상북도 상주시 도남2길 137,36.4443412,128.2550047,낙동강생태문화탐방로 청룡사권,산 전체가 둥글고 봉을 쌓아올린 암반은 나각모양입니다. 정상 못미처 좌우측에 있는 봉 중 하나는 원봉이고 또 하나는 첨봉으로 두 개의 봉이 나란히 있다. 보는 방향에 따라 모습을 달리한다...,http://tong.visitkorea.or.kr/cms/resource/90/2548890_image2_1.jpg
78,2549166,1,35,경상북도 상주시 도남2길 137,36.4443412,128.2550047,낙동강생태문화탐방로 경천대권,산 전체가 둥글고 봉을 쌓아올린 암반은 나각모양이다. 정상 못미처 좌우측에 있는 봉 중 하나는 원봉이고 또 하나는 첨봉으로 두 개의 봉이 나란히 있다. 보는 방향에 따라 모습을 달리한다. ...,http://tong.visitkorea.or.kr/cms/resource/97/2548897_image2_1.jpg
79,2549167,1,35,경상북도 영주시 선비로 213,36.8230844,128.6172089,소백산자락길 동무삼기,"소백산자락길은 2009년 문화체육관광부 선정 ‘문화생태탐방로’로 가장 먼저 이름을 올렸고, 2011년 ‘한국관광의 별’로 등극되었다. 영남의 진산이라 불리는 소백산 자락을 한바퀴 감아도는...",http://tong.visitkorea.or.kr/cms/resource/00/2548900_image2_1.jpg
80,2549170,1,39,제주특별자치도 제주시 한림읍 한림로 300,33.3883099,126.2394248,협재굴,"제주도의 대표적인 용암동굴로, 동굴의 길이는 약 200m, 너비 10m, 높이는 5m 정도의 규모이며, 250십만년 전 한라산 일대의 화산이 폭발하면서 생성되었다. 동굴 내부에는 천장에서 뻗어 나온 석...",http://tong.visitkorea.or.kr/cms/resource/34/2549034_image2_1.jpg
81,2549171,1,35,경상북도 울진군 금강송면 불영계곡로 1710,36.9349923,129.2490189,왕피천생태탐방로,"식생이 우수하고 옛 정취를 느낄 수 있는 ‘울진 왕피천’, 울진의 빼어난 전경과 친환경적이고 우수한 프로그램을 몸소 체험할 수 있는 곳이다. 멸종위기종과 희귀 야생동식물의 서식지 이며...",http://tong.visitkorea.or.kr/cms/resource/02/2548902_image2_1.jpg
82,2549173,1,39,제주특별자치도 제주시 조천읍 동백로 77,33.5095241,126.7152691,동백동산 습지센터,"약 1만여 년 전 형성된 용암대지 위에 뿌리내린 숲 곶자왈은 비가 오면 수십, 수백 개의 습지가 형성되는 특별한 지형으로, 2011년 람사르 습지 보호지역으로 지정됨은 물론, 유네스코 세계지질...",http://tong.visitkorea.or.kr/cms/resource/40/2549040_image2_1.jpg
83,2549174,1,35,경상북도 청도군 운문면 공암길 64,35.7551087,128.9540239,운문호반에코트레일,운문호반에코트레일은 공암리 복지회관에서 출발하여 공암풍벽 휴게데크까지 약 2km의 거리를 왕복으로 걷는 코스이다. 운문호반의 경치를 만끽하며 걷다보면 약 1시간정도 소요된다. ◎ 이...,http://tong.visitkorea.or.kr/cms/resource/05/2548905_image2_1.jpg
84,2549175,1,7,울산광역시 중구 성안동 761번지 일원,35.5790441,129.313507,성안 숯못 자연생태공원,숯못에는 '삼천 갑자를 살았던 동방삭'과 그를 잡았다는 '마고 할미' 전설이 전해온다. 이 숯못은 작은 반티이못(함지못)이라 할 정도로 작은 못이었으나 지금은 시의 지원을 받아 확장을 하여...,http://tong.visitkorea.or.kr/cms/resource/25/2547125_image2_1.jpg
85,2549177,1,39,제주특별자치도 서귀포시 남원읍 태수로 552,33.3270671,126.7170176,물영아리 오름,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많다. 또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있다. 이...",http://tong.visitkorea.or.kr/cms/resource/49/2549049_image2_1.jpg
86,2549179,1,7,울산광역시 중구 내오산로 67,35.5710666,129.3082401,태화강,700여 종이 넘는 동식물의 서식지이자 생명의 강으로 다시 태어난 ‘태화강.’ 근대화가 진행되면서 오·폐수 유입으로 인한 오염이 심각했지만 2004년 ‘에코플러스 울산선언’과 2005년 ‘태...,http://tong.visitkorea.or.kr/cms/resource/29/2547129_image2_1.jpg
87,2549180,1,39,제주특별자치도 서귀포시 1100로 1555,33.3456898,126.4426587,제주1100 고지습지,1100고지는 제주시와 서귀포시 중문동을 잇는 1100 도로의 가장 높은 곳에 위치해 있으며 우리나라에서 가장 높은 곳에 위치한 국도로 유명했던 곳이다. 한라산의 아름다운 모습을 쉽게 감상할 ...,http://tong.visitkorea.or.kr/cms/resource/54/2549054_image2_1.jpg
88,2549181,1,35,경상북도 청도군 운문면 운문사길 529,35.6570524,128.9734314,청도 신화랑 운문 에코트레일,청도 신화랑 에코트레일은 운문산 일대와 동창천 일대의 두 구간 이다. 문산 구간은 운문산 군립공원과 생태경관보전지역 일원으로 천혜의 자연환경을 간직한 곳입니다. 곳곳에 기암괴석과 ...,http://tong.visitkorea.or.kr/cms/resource/12/2548912_image2_1.jpg
89,2549182,1,35,경상북도 안동시 도산면 가송길 162-133,36.7643256,128.8845418,퇴계오솔길,첩첩산중 유장하게 흘러가는 낙동강 물줄기 따라서 길은 끊어질 듯 이어진다. 퇴계 이황이 거닐던 오솔길 따라 다시 걸어보는 이 길은 낙동강 상류의 비경 지대로 강 전체를 통틀어 가장 아름...,http://tong.visitkorea.or.kr/cms/resource/22/2548922_image2_1.jpg
90,2549186,1,38,전라남도 구례군 문척면 죽마리 838,35.1733639,127.469805,섬진강 생태탐방로,"섬진강은 백두대간과 지리산 등 고산준령으로 둘러 싸여서 약간의 평야지대를 제외하고는 강과 계곡이 장관을 이루고 있으며, 하천 주변의 산자락을 따라 마을들이 형성되어 있다. 구간에는 ...",http://tong.visitkorea.or.kr/cms/resource/53/2548753_image2_1.jpg
91,2549188,1,37,전라북도 부안군 변산면 방파제길 11,35.625939,126.4711419,변산반도 국립공원,변산반도는 1988년 우리나라 19번째 국립공원으로 지정되었으며 면적은 153.934㎢이다. 변산반도는 산악지역인 내변산과 해안가를 중심으로 하는 외변산으로 나눌 수 있다. 내변산은 백악기에 ...,http://tong.visitkorea.or.kr/cms/resource/58/2547458_image2_1.jpg
92,2549189,1,38,전라남도 순천시 해룡면 와온길 133,34.8458248,127.5260107,순천만백리길,"순천만의 절경과 자연생태를 감상하며 걷는 해안길이다. 순천만은 광활한 갯벌의 양 옆으로 구릉지가 널리 펼쳐져 있고 순천만 입구에는 하천이 유입되어 갈대와 칠면초 군락이 주를 이루며, ...",http://tong.visitkorea.or.kr/cms/resource/59/2548759_image2_1.jpg
93,2549190,1,39,제주특별자치도 서귀포시 서홍로 4-42,33.2497971,126.5548648,서귀포시 걸매생태공원,서귀포시 서홍동 천지연폭포 상류에 위치하고 있는 걸매생태공원은 인간과 자연이 공존하는 생태도시의 표본이다. 국내 최대 관광의 보고인 천지연폭포를 보호하고 친환경적인 자연생태를 ...,http://tong.visitkorea.or.kr/cms/resource/69/2549069_image2_1.jpg
94,2549191,1,38,전라남도 장흥군 장흥읍 우드랜드길 142,34.6720409,126.9318444,억불산명품테마길,"제1, 2코스는 등산로를 따라 정상을 향하다 보면, 장흥천문과학관이 나오고 조금 더 오르면 보호수로 지정 되어 억불산을 상징했던 큰소나무(수령200년)가 나온다. 2004년 태풍 때 벼락으로 인해 ...",http://tong.visitkorea.or.kr/cms/resource/60/2548760_image2_1.jpg
95,2549192,1,35,경상북도 울진군 근남면 울진북로 245-5,36.9712297,129.3987694,울진 금강소나무숲길,"경북 울진군 서면 소광리 금강소나무 집단 분포지는 숙종때 황장봉산으로 지정 관리 하였으며, 1959년 육종림으로 지정된 후 2001년 산림유전자원보호림으로 지정할 정도로 유명한 숲으로 금강...",http://tong.visitkorea.or.kr/cms/resource/32/2548932_image2_1.jpg
96,2549194,1,37,전라북도 정읍시 내장산로 1207 내장산국립공원탐방안내소,35.4878051,126.907707,내장산 국립공원,호남 5대의 명산 중 하나이자 한국을 대표하는 8경 중 하나로 손꼽히는 곳으로 1971년 우리나라 8번째 국립공원으로 지정되었다. 면적은 80.708k㎡이다. 신선봉(763m)을 주봉으로 하는 내장산은 봉...,http://tong.visitkorea.or.kr/cms/resource/55/2547455_image2_1.jpg
97,2549196,1,38,전라남도 신안군 증도면 증도 모실길,35.0139122,126.1465327,증도 모실길,"증도는 담양, 완도와 함께 아시아 최초의 슬로시티로 지정된 곳으로, 느려서 행복한 섬이다. 증도에 내리면 우선 눈에 띄는 것은 우리나라 최대의 소금 생산지라는 광활한 태평염전이다. 염전 ...",http://tong.visitkorea.or.kr/cms/resource/70/2548770_image2_1.jpg
98,2549197,1,39,제주특별자치도 제주시 명림로 520,33.4448954,126.6256807,제주 노루생태관찰원,"2007년 8월에 문을 연 이곳 노루생태관찰원에는 200여 마리의 노루가 자연에서 자유로이 뛰놀고 있고, 이를 관찰할 수 있는 관찰로와 함께 1ha의 면적에 상시관찰원이 조성되어 있으며 노루의 생...",http://tong.visitkorea.or.kr/cms/resource/75/2549075_image2_1.jpg
99,2549200,1,38,전라남도 장흥군 장흥읍 건산리 일대,34.6788346,126.9099175,탐진강-강진만생태탐방로,"장흥 중심을 흐르는 1급수 탐진강 둔치를 따라 강진만까지 이어지는 생태 탐방로로, 징검여울, 생태관찰로, 지압로 등을 걷다보면 따스한 봄빛처럼 마음이 푸근해진다. * 문의 : 061-860-0224 * 관...",http://tong.visitkorea.or.kr/cms/resource/72/2548772_image2_1.jpg
100,2549202,1,32,강원도 태백시 태백로 283-29,37.1371815,129.0011426,용연동굴,"용연동굴은 백두대간의 중추인 금대봉 하부능선 해발 920m에 자리잡고 있다. 용연동굴이 일반인들에게 공개된 연대는 확실히 알 수 없으나, 동굴 깊은 곳에 임진왜란 때 피난했다는 내력의 붓...",http://tong.visitkorea.or.kr/cms/resource/22/2548622_image2_1.jpg
101,2549203,1,35,경상북도 울진군 근남면 불영계곡로 3532,36.9662414,129.3808445,민물고기 생태체험관,"민물고기 단일테마로 국내 최고수준인 ""경상북도 민물고기생태체험관""은 우리나라 민물고기의 우수성과 아름다움을 널리 알리고 자라나는 청소년 및 어린이들에게 살아있는 생태체험 학습장...",http://tong.visitkorea.or.kr/cms/resource/47/2548947_image2_1.jpg
102,2549204,1,39,제주특별자치도 서귀포시 대정읍 중산간서로 2868,33.2747785,126.235335,무릉2리마을,"아름다운 환경과 넉넉한 인심이 살아있는 서귀포시 무릉도원마을이 지금 제2의 도약으로 새롭게 발전하고 있다. 무릉2리는 제주도 서남쪽에 위치한 중산간마을로 170가구에 540여명이 인향동, ...",http://tong.visitkorea.or.kr/cms/resource/80/2549080_image2_1.jpg
103,2549205,1,35,경상북도 문경시 가은읍 용추길 31-35,36.6581542,127.9540104,국립대야산자연휴양림,"관광도시로 널리 알려진 문경시의 8경 중 중심부에 위치하고 있으며, 대야산(930m)과 둔덕산(970m) 사이로 흐르는 용추계곡, 선유동계곡의 수려하고 청정한 물로 인해 여름철 많은 방문객이 즐겨 ...",http://tong.visitkorea.or.kr/cms/resource/50/2548950_image2_1.jpg
104,2549206,1,32,강원도 정선군 화암면 화암동굴길 12-8,37.3502586,128.7898604,화암동굴,화암관광단지 내에 위치한 금광산과 석회석 자연동굴이 함께 어우러져 있는 세계 유일의 화암동굴은 국내 최초로 테마형 동굴로 개발하여 금을 채광하던 천포광산에 상부갱도 515m 구간에는 ...,http://tong.visitkorea.or.kr/cms/resource/32/2548632_image2_1.jpg
105,2549208,1,39,제주특별자치도 서귀포시 예래로 82,33.2542588,126.3979342,예래마을,"예래생태마을은 생태문화 체험학습장으로서 손색이 없는 생태관광지로서, 마을 전체가 다른 곳에 비해 자연 생태계의 보존율이 높다. 생태마을 내부에는 갯깍주상절리대와 동굴유적, 조른모...",http://tong.visitkorea.or.kr/cms/resource/91/2549091_image2_1.jpg
106,2549209,1,38,전라남도 장흥군 회진면 해양낚시길 137,34.4701023,126.9766105,정남진해양낚시공원,"정남진 해양낚시공원은 우리군이 해양 레저관광시대를 대비하여 전국 바다낚시의 명소로 잘 알려진 회진면 대리에 낚시교와 부잔교식낚시터, 육상낚시터, 콘도식낚시터 및 안내소, 퍼걸러, ...",http://tong.visitkorea.or.kr/cms/resource/88/2548788_image2_1.jpg
107,2549210,1,37,전라북도 남원시 주천면 정령치로 255,35.3895974,127.4613141,지리산 북부 국립공원,"1967년 최초의 국립공원으로 지정된 지리산은 경남의 하동, 함양, 산청, 전남의 구례, 전북의 남원 등 3개 도, 5개 시군에 걸쳐 483.022㎢의 가장 넓은 면적을 지닌 산악형 국립공원이다. 둘레가 320...",http://tong.visitkorea.or.kr/cms/resource/01/2547501_image2_1.jpg
108,2549211,1,38,전라남도 함평군 함평읍 운교리 500-1번지,35.1353259,126.5030228,함평곤충생태관,국내의 나비 및 곤충관찰원 등의 연출을 통하여 청정한 자연의 생명력과 생태계의 이치를 깨닫고 느끼게 하여 일상을 벗어나 여유를 즐길 수 있는 생태학습교육장이다. * 문의 : 061-320-2213 * ...,http://tong.visitkorea.or.kr/cms/resource/89/2548789_image2_1.jpg
109,2549214,1,39,제주특별자치도 서귀포시 남원읍 하례중앙로 95,33.2692431,126.6254292,하례리생태관광마을,"한라산에서 서귀포바다에 이르는 13km 하천, ‘서귀포 효돈천’은 천연기념물이다. 효돈천 주변에는 난대식물대, 활엽수림대, 관목림대, 고산림대 등 한라산식물군이 모두 존재한다. 특히 법적...",http://tong.visitkorea.or.kr/cms/resource/99/2549099_image2_1.jpg
110,2549215,1,37,전라북도 고창군 고창읍 고인돌공원길 74,35.4418636,126.6520149,고창선사문화탐방로1,고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아 볼 수 있다. 또한 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계...,http://tong.visitkorea.or.kr/cms/resource/00/2547500_image2_1.jpg
111,2549216,1,35,경상북도 문경시 농암면 속리길 40,36.5682412,127.980895,문경한지체험장,유서깊은 심산계곡에 순박한 마음으로 반세기 동안 한지를 옛날 그대로 생산하고 있으며 아직까지 한번도 한지를 떠나 그리고 장소를 떠나 생활해 본 적이 없다. 전통을 잇기 위해 한지제작도...,http://tong.visitkorea.or.kr/cms/resource/65/2548965_image2_1.jpg
112,2549218,1,37,전라북도 고창군 고창읍 고인돌공원길 75,35.4418636,126.6520149,고창선사문화탐방로2,고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아 볼 수 있다. 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아...,http://tong.visitkorea.or.kr/cms/resource/94/2547494_image2_1.jpg
113,2549219,1,38,전라남도 순천시 서면 청소년수련원길 170,35.0464004,127.4773945,순천자연휴양림,"순천자연휴양림은 다량의 피톤치드를 배출하는 소나무 등 침엽수림으로 이루어져 있고, 생태숲·청소년수련원 등 다양한 산림휴양·체험을 위한 기반시설이 잘 갖추어져 있다. 숲속의 집은 내...",http://tong.visitkorea.or.kr/cms/resource/07/2548807_image2_1.jpg
114,2549220,1,34,충청남도 공주시 반포면 동학사1로 327-6,36.3566131,127.2324566,계룡산 국립공원,충남 제일의 명산 계룡산국립공원은 1968년 우리나라 2번째 국립공원으로 지정되었으며 면적은 65.335㎢이다. 계룡산 정상인 천황봉(845m)을 중심으로 10개에 달하는 봉우리 사이에 약 7개의 계곡...,http://tong.visitkorea.or.kr/cms/resource/79/2547379_image2_1.jpg
115,2549221,1,35,경상북도 문경시 문경읍 활공장길 80,36.7364313,128.1540507,문경활공랜드,"항공레포츠의 메카로 자리 잡은 문경 활공랜드는 편리한 교통망과 접근성이 양호한 전국 최고의 입지여건을 갖추고 있으며, 문경읍이 아늑한 분지로 상승기류 형성이 잘되고 서, 남, 북풍이 ...",http://tong.visitkorea.or.kr/cms/resource/70/2548970_image2_1.jpg
116,2549222,1,38,전라남도 장흥군 장흥읍 우드랜드길 180,34.6681616,126.9338113,정남진(편백숲우드랜드),정남진 장흥은 서울 광화문에서 정남 쪽에 위치한 관광지로 산과 바다와 강이 있는 아름다운 생태 고을이다.그중에서도 초록의 상쾌한 바람과 아름드리 40년생 편백나무가 빼곡히 들어선 정남...,http://tong.visitkorea.or.kr/cms/resource/09/2548809_image2_1.jpg
117,2549223,1,37,전라북도 고창군 고창읍 고인돌공원길 75,35.4418636,126.6520149,고창선사문화탐방로3,고창 생태문화탐방로는 유네스코 생물권보전지역으로 지정된 고창군 전체를 돌아 볼 수 있다. 내륙습지인 운곡습지와 연안습지인 고창 갯벌습지가 있어 다양한 생물이 살아가는 생태계와 아...,http://tong.visitkorea.or.kr/cms/resource/92/2547492_image2_1.jpg
118,2549224,1,34,충청남도 태안군 태안읍 귀실길 9,36.746357,126.2923647,태안해안 국립공원,"태안해안국립공원은 1978년 우리나라 13번째 국립공원으로 지정되었다. 태안반도와 안면도를 남북으로 아우른 230km의 해안선에 27개의 해변이 펼쳐지며, 전체 면적은 377.019㎢이다. 예로부터 큰 ...",http://tong.visitkorea.or.kr/cms/resource/72/2547372_image2_1.jpg
119,2549225,1,35,경상북도 상주시 공성면 웅산로 705,36.2798081,128.0439916,백두대간 숲 생태원,백두대간의 산림생태자원 보전과 보호를 위해 생태교육이 필요한 시점에 백두대간 생태교육장은 산림청과 경상북도 상주시의 노력으로 백두대간 마루금에 국내 유일한 유ㆍ소년 숲생태 전문...,http://tong.visitkorea.or.kr/cms/resource/77/2548977_image2_1.jpg
120,2549226,1,38,전라남도 곡성군 옥과면 합강리 499-1번지,35.3169385,127.1698764,곡성군섬진강 자연학습원,"섬진강 자연학습원은 농촌지역의 문닫은 학교를 자연학습원으로 조성하여 자연경관을 보전하면서 생생하고 현장감있는 자연생태 학습과 다양한 체험의 기회를 제공하고, 환경친화적인 환경...",http://tong.visitkorea.or.kr/cms/resource/13/2548813_image2_1.jpg
121,2549227,1,34,충청남도 태안군 이원면 원이로 2949,36.9668309,126.3014965,솔향기길 1코스,"태안 솔향기길은 최근 증가하는 걷기여행 수요에 대응하고, 2007년 기름유출사고로 침체된 지역경제활성화를 위해 조성되었다. 당시 기름제거작업을 위해 이용하던 방제로를 과거 군부대 해안...",http://tong.visitkorea.or.kr/cms/resource/67/2547367_image2_1.jpg
122,2549229,1,35,경상북도 문경시 호계면 상무로 377,36.6455909,128.1946196,성보예술촌,"성보촌은 ‘옛것이 새 것이다’라는 설립정신으로 세워졌다. 경북 문경시 호계면 영강변 1만 2천여 평의 부지에 문화체험 프로그램을 비롯하여, 각종 전시관과 수련 및 단체행사에 적합한 시...",http://tong.visitkorea.or.kr/cms/resource/84/2548984_image2_1.jpg
123,2549231,1,34,충청남도 태안군 이원면 꾸지나무길 81-28,36.9358334,126.2938582,솔향기길 2코스,"태안 솔향기길은 최근 증가하는 걷기여행 수요에 대응하고, 2007년 기름유출사고로 침체된 지역경제활성화를 위해 조성되었다. 당시 기름제거작업을 위해 이용하던 방제로를 과거 군부대 해안...",http://tong.visitkorea.or.kr/cms/resource/64/2547364_image2_1.jpg
124,2549232,1,37,전라북도 군산시 내흥2길 197,35.9983254,126.7598199,금강생태문화탐방로1,"금강하구길은 군산의 여러 명소 중 단연코 주인공이다. 강변에는 금강유원지, 곰개나루관광지, 금강호시민공원, 금강호 휴게소 등이 조성되어 여행객들의 편의를 도모하고 있다. 겨울철이면 ...",http://tong.visitkorea.or.kr/cms/resource/86/2547486_image2_1.jpg
125,2549233,1,37,전라북도 군산시 나포면 철새로 987-1,36.0483731,126.8480303,금강생태문화탐방로2,"금강하구길은 군산의 여러 명소 중 단연코 주인공이다. 강변에는 금강유원지, 곰개나루관광지, 금강호시민공원, 금강호 휴게소 등이 조성되어 여행객들의 편의를 도모하고 있다. 겨울철이면 ...",http://tong.visitkorea.or.kr/cms/resource/81/2547481_image2_1.jpg
126,2549235,1,34,충청남도 태안군 이원면 볏가리길 62,36.8983022,126.2939986,솔향기길 3코스,"태안 솔향기길은 최근 증가하는 걷기여행 수요에 대응하고, 2007년 기름유출사고로 침체된 지역경제활성화를 위해 조성되었다. 당시 기름제거작업을 위해 이용하던 방제로를 과거 군부대 해안...",http://tong.visitkorea.or.kr/cms/resource/58/2547358_image2_1.jpg
127,2549239,1,35,경상북도 문경시 농암면 궁터길 181,36.6136128,127.9628909,궁터산촌생태체험마을,"낮에는 너무도 고요해 찾아드는 산새와 벗하고 밤이면 머리맡으로 별들이 아름답게 펼쳐지고 별똥별이 떨어지는 곳, 그래서 떠날 때 더없이 아쉬움이 남는 마을이 있다. 문경시 궁터마을이 바...",http://tong.visitkorea.or.kr/cms/resource/96/2548996_image2_1.jpg
128,2549242,1,38,전라남도 목포시 유달로 203,34.7912274,126.374314,목포시 특정자생식물원,"국내에서는 최초로 개관된 특정자생식물원은 환경오염으로 멸종위기에 처해있거나 요즘 들어 찾아보기 힘든 희귀·보호식물로 지정된 267점을 전시하고 있고, 이러한 희귀식물들을 증식·보급...",http://tong.visitkorea.or.kr/cms/resource/21/2548821_image2_1.jpg
129,2549243,1,35,경상북도 상주시 낙동면 승곡1길 34,36.3656077,128.2097901,낙동 승곡마을(농촌체험마을),"낙동승곡마을의 구상화강암은 세계 어느 지역에서도 볼 수 있는 것으로 국가지정 문화재 천연기념물로 지정되어있다. 이외에 마을에는 우리 민족의 얼과 전통이 깃든 문화재로 양진당, 추원...",http://tong.visitkorea.or.kr/cms/resource/97/2548997_image2_1.jpg
130,2549244,1,37,전라북도 고창군 성내면 신성리,35.5513616,126.7337655,동림저수지,한국의 멸종위기종인 수달이 동림저수지와 인근 수계로 이동하며 먹이활동을 하는 서식지일 뿐만 아니라 가창오리 외 다수의 조류가 찾아들고 있는 저수지로써 보존가치가 매우 높다. * 문...,http://tong.visitkorea.or.kr/cms/resource/73/2547473_image2_1.jpg
131,2549246,1,38,전라남도 순천시 국가정원1호길 47,34.9284391,127.4982691,순천만국가정원,순천만을 보호하기 위하여 조성한 순천만국가정원은 순천 도사동 일대 정원부지 112만㎡(34만 평)에는 나무 505종 79만 주와 꽃 113종 315만 본이 식재됐다. 튤립과 철쭉 등이 꽃망울을 터뜨려 장관...,http://tong.visitkorea.or.kr/cms/resource/24/2548824_image2_1.jpg
132,2549247,1,32,강원특별자치도 태백시 태백로 2249,37.1371815,129.0011426,태백고생대자연사 박물관,"전국에서 유일하게 고생대 지층 위에 건립된 고생대를 주제로 한 전문박물관이다. 고생대에 살았던 동식물의 화석과 모형, 당시 지층의 암석들이 전시되여 있다. 고생대의 바다 환경에서 생...",http://tong.visitkorea.or.kr/cms/resource/55/2611355_image2_1.bmp
133,2549248,1,37,전라북도 고창군 아산면 용계리 212번지,35.4752642,126.6325786,운곡 람사르,세계문화유산인 고인돌 유적이 현존하는 ‘고창 운곡람사르습지’ 운곡람사르습지는 동산지형 저층습지로 그 생태적 가치가 높아 습지보호지역으로 지정되었다. 총 864종의 동식물 생물다양...,http://tong.visitkorea.or.kr/cms/resource/03/2675603_image2_1.JPG
134,2549249,1,34,충청남도 서천군 마서면 장산로 916,36.0227574,126.742582,서천군 조류 생태 전시관,물새들의 중요한 채식지인 서해안의 갯벌이 점차 사라지고 간척이 무분별하게 추진되고 있는 상황에서 금강하구의 갯벌은 세계적으로도 보전되어야 할 중요한 지역으로 알려지고 있다. 금강...,http://tong.visitkorea.or.kr/cms/resource/27/2547427_image2_1.jpg
135,2549251,1,38,전라남도 구례군 마산면 화엄사로 402-25,35.2422727,127.4901014,지리산 생태탐방연수원,"청정한 국립공원이 가진 우수한 생태·문화·자원 등을 활용하여 다양한 수련·교류 등 체험활동을 통해 미래세대인 청소년의 품성 및 자질함양, 선진시민으로 육성 할 수 있는 지속가능한 에...",http://tong.visitkorea.or.kr/cms/resource/27/2548827_image2_1.jpg
136,2549253,1,38,전라남도 장흥군 대덕읍 신리옹암로 344,34.4509945,126.8702528,개매기체험,정남진의 고장인 장흥군에 가면 개매기체험장이라는 이색적인 나들이 명소가 있다. ‘개매기’란 밀물과 썰물의 차가 큰 바닷가에 그물을 쳐놓은 후 밀물 때 조류를 따라 들어온 물고기떼가 ...,http://tong.visitkorea.or.kr/cms/resource/30/2548830_image2_1.jpg
137,2549254,1,35,경상북도 예천군 효자면 상사곡길 27,36.7670406,128.4104843,사곡리마을,"사곡리는 2005년부터 무농약농산물 인증(43ha)을 계속해서 받고 있으며 청정자연환경을 잘 간직하고 있는 친환경농업의 최적지로 알려진 마을이다. 우렁이쌀,찰수수,고추 등 FTA,DDA등 어려운 농...",http://tong.visitkorea.or.kr/cms/resource/06/2549006_image2_1.jpg
138,2549256,1,35,경상북도 울진군 금강송면 불영계곡로 1710,36.9349923,129.2490189,수평마을(삼근리마을),"군청 소재지에서 36번 국도(國道)를 따라 서쪽으로 24㎞거리에 위치하고 있으며, 금강송면(金剛松面) 소재지 마을로 불영사계곡 (佛影寺溪谷)의 위쪽에 있는 광천(光川)이 마을 앞으로 달리고 ...",http://tong.visitkorea.or.kr/cms/resource/07/2549007_image2_1.jpg
